X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-77.017425185218656,38.95377116617216,178,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-27T16:33:36.000Z,2018-07-06T11:11:03.000Z,2018-07-18T16:33:00.000Z,2018-06-27T16:33:36.000Z,Y,2018-07-06T11:11:00.000Z,,CLOSED,CLOSED,18-00339253,STANDARD,5202 KANSAS AVENUE NW,398489.81,142873.64,38.9537637,-77.01742289,WASHINGTON,DC,20011,249544,4
-76.992130313953453,38.885881392260139,179,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-28T09:14:12.000Z,2018-07-10T08:27:00.000Z,2018-07-19T09:14:00.000Z,2018-06-28T09:14:12.000Z,Y,2018-07-10T08:26:00.000Z,,CLOSED,CLOSED,18-00340222,STANDARD,1015 C STREET SE,400682.98,135337.19,38.88587394,-76.99212803,WASHINGTON,DC,20003,75563,6
-77.000797491418822,38.899373583469504,180,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T11:45:33.000Z,,2018-07-26T11:45:00.000Z,2018-07-06T11:45:33.000Z,Y,,,OPEN,OPEN,18-00357529,STANDARD,712 4TH STREET NE,399931.02,136834.9,38.89936613,-77.00079521,WASHINGTON,DC,20002,77006,6
-76.954556016909692,38.894459512517905,181,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T12:04:51.000Z,2018-07-12T16:00:35.000Z,2018-07-31T12:04:00.000Z,2018-07-11T12:04:51.000Z,Y,2018-07-12T16:00:00.000Z,,CLOSED,CLOSED,18-00368065,STANDARD,329 36TH STREET NE,403942.49,136290.38,38.89445206,-76.95455375,WASHINGTON,DC,20019,37226,7
-76.995950321548264,38.894467920703264,182,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T08:52:09.000Z,2018-07-17T11:41:06.000Z,2018-07-23T17:00:00.000Z,2018-07-03T08:52:09.000Z,Y,2018-07-17T11:41:00.000Z,,CLOSED,CLOSED,18-00350174,STANDARD,331 7TH STREET NE,400351.51,136290.34,38.89446047,-76.99594804,WASHINGTON,DC,20002,36950,6
-77.040631285759488,38.91468999283024,183,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-04T09:52:04.000Z,2018-07-13T15:10:49.000Z,2018-07-24T17:00:00.000Z,2018-07-04T09:52:04.000Z,Y,2018-07-13T15:10:00.000Z,,CLOSED,CLOSED,18-00352813,STANDARD,1742 SWANN STREET NW,396476.41,138535.93,38.91468254,-77.04062899,WASHINGTON,DC,20009,241549,2
-77.031197814059354,38.930582314072993,184,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-22T20:38:38.000Z,2018-07-03T08:29:49.000Z,2018-07-13T17:00:00.000Z,2018-06-22T20:38:38.000Z,Y,2018-07-03T08:23:00.000Z,,CLOSED,CLOSED,18-00329372,STANDARD,1342 PARK ROAD NW,397295.14,140299.79,38.93057486,-77.03119552,WASHINGTON,DC,20010,231114,1
-77.053747234972334,38.900513841294845,185,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-09T14:16:34.000Z,2018-07-13T15:41:45.000Z,2018-07-27T14:16:00.000Z,2018-07-09T14:16:34.000Z,Y,2018-07-13T15:41:00.000Z,,CLOSED,CLOSED,18-00362765,STANDARD,2508 I STREET NW,395337.99,136962.85,38.90050639,-77.05374493,WASHINGTON,DC,20037,274063,2
-77.002568140555937,38.913537116073982,186,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T10:11:30.000Z,2018-07-18T13:23:33.000Z,2018-07-16T10:11:00.000Z,2018-06-25T10:11:30.000Z,Y,2018-07-18T13:23:00.000Z,,CLOSED,CLOSED,18-00331638,STANDARD,226 RANDOLPH PLACE NE,399777.47,138407.17,38.91352966,-77.00256586,WASHINGTON,DC,20002,49352,5
-77.015266725145381,38.917578637047612,187,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-16T21:40:01.000Z,2018-07-20T07:08:24.000Z,2018-08-03T17:00:00.000Z,2018-07-16T21:40:01.000Z,Y,2018-07-20T07:08:00.000Z,,CLOSED,CLOSED,18-00379892,STANDARD,200 - 299 BLOCK OF ELM STREET NW,398676.23,138855.92,38.9175708459391,-77.0152644357808,WASHINGTON,DC,20001,813601,1
-77.000343516079852,38.899580057331775,188,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-29T13:55:20.000Z,2018-07-10T13:06:17.000Z,2018-07-20T13:55:00.000Z,2018-06-29T13:55:20.000Z,Y,2018-07-10T13:06:00.000Z,,CLOSED,CLOSED,18-00344626,STANDARD,723 4TH STREET NE,399970.4,136857.82,38.8995726,-77.00034123,WASHINGTON,DC,20002,77852,6
-77.006312870545727,38.917527485900308,189,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T23:24:54.000Z,2018-07-12T07:54:43.000Z,2018-07-24T17:00:00.000Z,2018-07-03T23:24:54.000Z,Y,2018-07-12T07:56:00.000Z,,CLOSED,CLOSED,18-00352641,STANDARD,105 RHODE ISLAND AVENUE NE,399452.73,138850.15,38.91752003,-77.00631058,WASHINGTON,DC,20002,74920,5
-77.040062653336918,38.917456828991135,190,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T12:34:31.000Z,2018-07-17T07:06:25.000Z,2018-08-01T12:34:00.000Z,2018-07-12T12:34:31.000Z,Y,2018-07-17T07:06:00.000Z,,CLOSED,CLOSED,18-00371152,STANDARD,1750 SEATON STREET NW,396525.86,138843.05,38.91744937,-77.04006036,WASHINGTON,DC,20009,241372,1
-77.001272559339426,38.899103238322802,191,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-15T20:10:35.000Z,2018-07-20T11:31:54.000Z,2018-08-02T17:00:00.000Z,2018-07-15T20:10:35.000Z,Y,2018-07-20T11:31:00.000Z,,CLOSED,CLOSED,18-00376792,STANDARD,320 G STREET NE,399889.81,136804.89,38.89909578,-77.00127028,WASHINGTON,DC,20002,38994,6
-77.027588790855944,38.925028784977599,192,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T14:58:24.000Z,2018-07-12T14:51:54.000Z,2018-07-30T14:58:00.000Z,2018-07-10T14:58:24.000Z,Y,2018-07-12T14:52:00.000Z,,CLOSED,CLOSED,18-00366001,STANDARD,1119 FAIRMONT STREET NW,397607.88,139683.2,38.92502133,-77.0275865,WASHINGTON,DC,20009,231792,1
-77.031313520168624,38.923557418038719,193,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T17:17:34.000Z,2018-07-11T07:20:33.000Z,2018-07-24T17:00:00.000Z,2018-07-03T17:17:34.000Z,Y,2018-07-11T07:20:00.000Z,,CLOSED,CLOSED,18-00352276,STANDARD,1354 EUCLID STREET NW,397284.84,139519.97,38.92354996,-77.03131123,WASHINGTON,DC,20009,284003,1
-77.014509117875789,38.952058371464666,194,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T09:05:59.000Z,2018-07-13T08:37:00.000Z,2018-07-26T09:05:00.000Z,2018-07-06T09:05:59.000Z,Y,2018-07-13T08:39:00.000Z,,CLOSED,CLOSED,18-00356814,STANDARD,226 GALLATIN STREET NW,398742.54,142683.46,38.95205091,-77.01450683,WASHINGTON,DC,20011,244630,4
-76.999515260494761,38.893614897205026,195,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T12:32:09.000Z,2018-06-28T13:39:11.000Z,2018-07-17T12:32:00.000Z,2018-06-26T12:32:09.000Z,Y,2018-06-28T13:39:00.000Z,,CLOSED,CLOSED,18-00335295,STANDARD,NATHANAEL GREENE STATUE,400042.25,136195.64,38.89360744,-76.99951298,WASHINGTON,DC,20002,294374,6
-76.9810236171936,38.871504340381506,196,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-09T09:41:12.000Z,2018-07-17T07:59:52.000Z,2018-07-27T09:41:00.000Z,2018-07-09T09:41:12.000Z,Y,2018-07-17T07:59:00.000Z,,CLOSED,CLOSED,18-00361455,STANDARD,1511 17TH STREET SE,401646.94,133741.37,38.87149689,-76.98102134,WASHINGTON,DC,20020,62141,8
-77.026750954753709,38.908072503422908,197,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T12:09:39.000Z,2018-07-02T13:21:21.000Z,2018-07-17T12:09:00.000Z,2018-06-26T12:09:39.000Z,Y,2018-07-02T13:21:00.000Z,,CLOSED,CLOSED,18-00335195,STANDARD,1323 11TH STREET NW,397679.98,137800.89,38.90806505,-77.02674866,WASHINGTON,DC,20001,239306,2
-77.008223198628045,38.91537698777865,198,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T10:53:26.000Z,,2018-07-24T10:53:00.000Z,2018-07-03T10:53:26.000Z,Y,,,OPEN,OPEN,18-00350730,STANDARD,19 T STREET NE,399287.04,138611.44,38.91536953,-77.00822091,WASHINGTON,DC,20002,54468,5
-77.028967748449105,38.958357776605006,199,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-24T22:40:35.000Z,2018-07-02T13:17:03.000Z,2018-07-13T17:00:00.000Z,2018-06-24T22:40:35.000Z,Y,2018-07-02T13:17:00.000Z,,CLOSED,CLOSED,18-00331019,STANDARD,1200 - 1299 BLOCK OF MADISON STREET NW,397489.48,143383.05,38.9583499777919,-77.0289654523212,WASHINGTON,DC,20011,810605,4
-76.999515260494761,38.893614897205026,200,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-11T10:20:15.000Z,,2018-07-31T10:20:00.000Z,2018-07-11T10:20:15.000Z,Y,,,OPEN,OPEN,18-00367567,STANDARD,STANTON PARK,400042.25,136195.64,38.89360744,-76.99951298,WASHINGTON,DC,20002,294374,6
-77.002321400361112,38.913844305564965,201,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-04T16:57:12.000Z,2018-07-12T08:23:10.000Z,2018-07-24T17:00:00.000Z,2018-07-04T16:57:12.000Z,Y,2018-07-12T08:25:00.000Z,,CLOSED,CLOSED,18-00353092,STANDARD,233 S STREET NE,399798.87,138441.27,38.91383685,-77.00231912,WASHINGTON,DC,20002,48447,5
-77.024855343014593,38.930766073220006,202,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-22T14:30:02.000Z,2018-06-27T07:14:57.000Z,2018-07-13T14:30:00.000Z,2018-06-22T14:30:02.000Z,Y,2018-06-27T07:15:00.000Z,,CLOSED,CLOSED,18-00328081,STANDARD,742 LAMONT STREET NW,397845.08,140320.02,38.93075861,-77.02485305,WASHINGTON,DC,20010,232910,1
-76.987774897030107,38.944440871758431,203,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T20:36:39.000Z,,2018-08-08T17:00:00.000Z,2018-07-19T20:36:39.000Z,Y,,,OPEN,OPEN,18-00388068,STANDARD,1310 WEBSTER STREET NE,401059.99,141837.82,38.94443341,-76.98777261,WASHINGTON,DC,20017,68327,5
-77.007391648997739,38.948047202475507,204,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-09T23:36:24.000Z,,2018-07-27T17:00:00.000Z,2018-07-09T23:36:24.000Z,Y,,,OPEN,OPEN,18-00363754,STANDARD,39 CRITTENDEN STREET NE,399359.45,142238.11,38.94803974,-77.00738936,WASHINGTON,DC,20011,29802,5
-76.986697925864647,38.865446248185428,205,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-29T10:03:07.000Z,2018-07-12T08:30:12.000Z,2018-07-20T10:03:00.000Z,2018-06-29T10:03:07.000Z,Y,2018-07-12T08:30:00.000Z,,CLOSED,CLOSED,18-00343101,STANDARD,1320 V STREET SE,401154.63,133068.79,38.8654388,-76.98669565,WASHINGTON,DC,20020,67784,8
-77.020209594955602,38.915864771922813,206,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T10:12:46.000Z,2018-07-12T14:45:52.000Z,2018-07-24T10:12:00.000Z,2018-07-03T10:12:46.000Z,Y,2018-07-12T14:46:00.000Z,,CLOSED,CLOSED,18-00350539,STANDARD,1900 6TH STREET NW,398247.53,138665.75,38.91585732,-77.0202073,WASHINGTON,DC,20001,229858,1
-77.018933606745165,38.899817244751041,207,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-18T12:31:54.000Z,,2018-08-07T12:31:00.000Z,2018-07-18T12:31:54.000Z,Y,,,OPEN,OPEN,18-00384142,STANDARD,,398357.81999643,136884.31999646,38.8998097906632,-77.018931317412,,,20001,904253,2
-77.040185436145535,38.933173331459706,208,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T20:49:52.000Z,2018-07-12T15:02:20.000Z,2018-07-30T17:00:00.000Z,2018-07-10T20:49:52.000Z,Y,2018-07-12T15:02:00.000Z,,CLOSED,CLOSED,18-00366772,STANDARD,3316 MOUNT PLEASANT STREET NW,396515.98,140587.72,38.93316587,-77.04018314,WASHINGTON,DC,20010,233712,1
-77.029359858768387,38.917616122850454,209,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T09:15:50.000Z,2018-07-06T07:11:30.000Z,2018-07-23T09:15:00.000Z,2018-07-02T09:15:50.000Z,Y,2018-07-06T07:11:00.000Z,,CLOSED,CLOSED,18-00347399,STANDARD,2021 13TH STREET NW,397454.04,138860.38,38.91760867,-77.02935757,WASHINGTON,DC,20009,240799,1
-77.01968167675065,38.937444554393494,210,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T09:16:14.000Z,2018-07-06T11:55:40.000Z,2018-07-23T09:16:00.000Z,2018-07-02T09:16:14.000Z,Y,2018-07-06T11:55:00.000Z,,CLOSED,CLOSED,18-00347402,STANDARD,511 ROCK CREEK CHURCH ROAD NW,398293.83,141061.28,38.93743709,-77.01967938,WASHINGTON,DC,20010,247830,4
-76.962855437872548,38.877642623631615,211,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T09:19:00.000Z,2018-07-12T16:52:42.000Z,2018-07-23T09:19:00.000Z,2018-07-02T09:19:00.000Z,Y,2018-07-12T16:52:00.000Z,,CLOSED,CLOSED,18-00347420,STANDARD,1014 31ST STREET SE,403223.27,134423.25,38.87763517,-76.96285317,WASHINGTON,DC,20019,75729,7
-77.024855343014593,38.930766073220006,212,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-05T17:16:37.000Z,2018-07-11T07:23:13.000Z,2018-07-25T17:00:00.000Z,2018-07-05T17:16:37.000Z,Y,2018-07-11T07:23:00.000Z,,CLOSED,CLOSED,18-00356077,STANDARD,742 LAMONT STREET NW,397845.08,140320.02,38.93075861,-77.02485305,WASHINGTON,DC,20010,232910,1
-76.927897016222516,38.892787478230446,213,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-18T15:53:28.000Z,,2018-08-07T15:53:00.000Z,2018-07-18T15:53:28.000Z,Y,,,OPEN,OPEN,18-00385018,STANDARD,224 DIVISION AVENUE NE,406255.32,136106.26,38.89278002,-76.92789476,WASHINGTON,DC,20019,49553,7
-77.031850020553449,38.949187779039335,214,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-22T14:37:08.000Z,,2018-08-09T17:00:00.000Z,2018-07-22T14:37:08.000Z,Y,,,OPEN,OPEN,18-00391562,STANDARD,1327 DELAFIELD PLACE NW,397239.31,142365.18,38.94918032,-77.03184772,WASHINGTON,DC,20011,255125,4
-77.03874845011191,38.923374842587499,215,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-15T22:28:23.000Z,2018-07-18T15:17:21.000Z,2018-08-02T17:00:00.000Z,2018-07-15T22:28:23.000Z,Y,2018-07-18T15:17:00.000Z,,CLOSED,CLOSED,18-00376835,STANDARD,2505 17TH STREET NW,396640.11,139499.95,38.92336739,-77.03874615,WASHINGTON,DC,20009,235855,1
-77.020672188446284,38.939659793697828,216,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-16T02:35:02.000Z,,2018-08-02T17:00:00.000Z,2018-07-16T02:35:02.000Z,Y,,,OPEN,OPEN,18-00376876,STANDARD,546 SHEPHERD STREET NW,398208.01,141307.21,38.93965233,-77.0206699,WASHINGTON,DC,20011,247693,4
-76.934423096711996,38.907404959876374,217,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-29T09:19:45.000Z,2018-07-06T12:12:43.000Z,2018-07-20T09:19:00.000Z,2018-06-29T09:19:45.000Z,Y,2018-07-06T12:12:00.000Z,,CLOSED,CLOSED,18-00342916,STANDARD,4711 NASH STREET NE,405688,137728.49,38.9073975,-76.93442083,WASHINGTON,DC,20019,17990,7
-77.018056227152414,38.939095947523384,218,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-03T08:03:58.000Z,2018-07-10T15:06:18.000Z,2018-07-23T17:00:00.000Z,2018-07-03T08:03:58.000Z,Y,2018-07-10T15:08:00.000Z,,CLOSED,CLOSED,18-00350003,STANDARD,419 RANDOLPH STREET NW,398434.79,141244.57,38.93908849,-77.01805394,WASHINGTON,DC,20011,247933,4
-77.001808105315902,38.901784659563816,219,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T16:38:21.000Z,2018-07-03T12:46:39.000Z,2018-07-16T16:38:00.000Z,2018-06-25T16:38:21.000Z,Y,2018-07-03T12:46:00.000Z,,CLOSED,CLOSED,18-00333320,STANDARD,909 3RD STREET NE,399843.36,137102.55,38.90177721,-77.00180582,WASHINGTON,DC,20002,82000,6
-77.030241431974702,38.89755340523368,220,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T20:19:18.000Z,2018-07-13T14:47:28.000Z,2018-07-26T17:00:00.000Z,2018-07-06T20:19:18.000Z,Y,2018-07-13T14:47:00.000Z,,CLOSED,CLOSED,18-00359184,STANDARD,1311 F STREET NW,397376.85,136633.28,38.89754595,-77.03023914,WASHINGTON,DC,20004,297579,2
-77.000339712715444,38.899771575093908,221,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-29T11:21:29.000Z,2018-07-19T14:35:49.000Z,2018-07-20T11:21:00.000Z,2018-06-29T11:21:29.000Z,Y,2018-07-19T14:35:00.000Z,,CLOSED,CLOSED,18-00343830,STANDARD,733 4TH STREET NE,399970.73,136879.08,38.89976412,-77.00033743,WASHINGTON,DC,20002,78390,6
-77.014409813851046,38.91395730527406,222,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T15:29:02.000Z,2018-07-18T15:34:03.000Z,2018-07-17T15:29:00.000Z,2018-06-26T15:29:02.000Z,Y,2018-07-18T15:34:00.000Z,,CLOSED,CLOSED,18-00336158,STANDARD,1724 2ND STREET NW,398750.48,138453.91,38.91394985,-77.01440753,WASHINGTON,DC,20001,230061,5
-76.996850431766887,38.961072088524226,223,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T18:34:55.000Z,2018-07-06T11:57:21.000Z,2018-07-17T17:00:00.000Z,2018-06-26T18:34:55.000Z,Y,2018-07-06T11:57:00.000Z,,CLOSED,CLOSED,18-00336706,STANDARD,5884 EASTERN AVENUE NE,400273.17,143683.97,38.96106462,-76.99684815,WASHINGTON,DC,20011,6165,4
-76.920125008765709,38.894144038253231,224,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-08T23:15:50.000Z,2018-07-12T16:40:24.000Z,2018-07-26T17:00:00.000Z,2018-07-08T23:15:50.000Z,Y,2018-07-12T16:40:00.000Z,,CLOSED,CLOSED,18-00360786,STANDARD,5612 CLAY PLACE NE,406929.43,136257.41,38.89413658,-76.92012275,WASHINGTON,DC,20019,7411,7
-76.975250214225824,38.850477243638394,225,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T11:01:58.000Z,2018-07-17T07:58:24.000Z,2018-08-01T11:01:00.000Z,2018-07-12T11:01:58.000Z,Y,2018-07-17T07:58:00.000Z,,CLOSED,CLOSED,18-00370732,STANDARD,2033 ALABAMA AVENUE SE,402148.58,131407.33,38.8504698,-76.97524794,WASHINGTON,DC,20020,52299,8
-77.019100465679486,38.881479138027018,226,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-14T17:58:32.000Z,,2018-08-02T17:00:00.000Z,2018-07-14T17:58:32.000Z,Y,,,OPEN,OPEN,18-00376099,STANDARD,505 G STREET SW,398342.92,134848.65,38.88147169,-77.01909818,WASHINGTON,DC,20024,14231,6
-77.032557175446399,38.968106194493117,227,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T11:55:52.000Z,2018-07-10T15:11:47.000Z,2018-07-23T11:55:00.000Z,2018-07-02T11:55:52.000Z,Y,2018-07-10T15:14:00.000Z,,CLOSED,CLOSED,18-00348002,STANDARD,1378 TEWKESBURY PLACE NW,397178.76,144465.32,38.96809873,-77.03255488,WASHINGTON,DC,20012,257483,4
-77.008063775120192,38.916801576832924,228,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T11:58:03.000Z,2018-07-13T15:04:33.000Z,2018-07-23T11:58:00.000Z,2018-07-02T11:58:03.000Z,Y,2018-07-13T15:04:00.000Z,,CLOSED,CLOSED,18-00348011,STANDARD,23 U STREET NE,399300.88,138769.58,38.91679412,-77.00806149,WASHINGTON,DC,20002,49129,5
-77.021128240905369,38.910383485475641,229,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-12T17:10:23.000Z,2018-07-20T11:33:39.000Z,2018-08-01T17:00:00.000Z,2018-07-12T17:10:23.000Z,Y,2018-07-20T11:33:00.000Z,,CLOSED,CLOSED,18-00372322,STANDARD,1522 MARION STREET NW,398167.72,138057.3,38.91037603,-77.02112595,WASHINGTON,DC,20001,238602,6
-77.024067113469016,38.920784052880165,230,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-09T08:17:14.000Z,2018-07-11T07:06:11.000Z,2018-07-26T17:00:00.000Z,2018-07-09T08:17:14.000Z,Y,2018-07-11T07:06:00.000Z,,CLOSED,CLOSED,18-00361061,STANDARD,9TH STREET NW AND BARRY PLACE NW,397913.13241202,139211.91244662,38.9207765947555,-77.0240648212801,WASHINGTON,DC,20001,900663,1
-77.01916097265439,38.881477866940301,231,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-13T13:43:55.000Z,,2018-08-02T13:43:00.000Z,2018-07-13T13:43:55.000Z,Y,,,OPEN,OPEN,18-00374145,STANDARD,507 G STREET SW,398337.67,134848.51,38.88147042,-77.01915868,WASHINGTON,DC,20024,13846,6
-77.02092029779071,38.936908165309823,232,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T15:12:26.000Z,,2018-08-08T15:12:00.000Z,2018-07-19T15:12:26.000Z,Y,,,OPEN,OPEN,18-00387475,STANDARD,638 ROCK CREEK CHURCH ROAD NW,398186.43,141001.76,38.9369007,-77.02091801,WASHINGTON,DC,20010,252583,1
-77.025135304396017,38.947923211990116,233,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-19T15:12:38.000Z,,2018-08-08T15:12:00.000Z,2018-07-19T15:12:38.000Z,Y,,,OPEN,OPEN,18-00387476,STANDARD,4721 9TH STREET NW,397821.33,142224.62,38.94791575,-77.02513301,WASHINGTON,DC,20011,252191,4
-77.022630132887926,38.911870391465534,234,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T13:59:33.000Z,,2018-07-30T13:59:00.000Z,2018-07-10T13:59:33.000Z,Y,,,OPEN,OPEN,18-00365734,STANDARD,712 RHODE ISLAND AVENUE NW,398037.5,138222.39,38.91186294,-77.02262784,WASHINGTON,DC,20001,279900,6
-77.038712785733509,38.920981973132967,235,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-06T16:18:29.000Z,2018-07-12T06:55:29.000Z,2018-07-26T16:18:00.000Z,2018-07-06T16:18:29.000Z,Y,2018-07-12T06:55:00.000Z,,CLOSED,CLOSED,18-00358776,STANDARD,2321 17TH STREET NW,396643.09,139234.32,38.92097418,-77.03871049,WASHINGTON,DC,20009,235807,1
-77.028891172201554,38.953886903120669,236,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-15T17:41:36.000Z,,2018-08-02T17:00:00.000Z,2018-07-15T17:41:36.000Z,Y,,,OPEN,OPEN,18-00376709,STANDARD,1230 INGRAHAM STREET NW,397495.96,142886.74,38.95387944,-77.02888888,WASHINGTON,DC,20011,252959,4
-77.020672188446284,38.939659793697828,237,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-26T14:30:34.000Z,2018-07-02T13:14:26.000Z,2018-07-17T14:30:00.000Z,2018-06-26T14:30:34.000Z,Y,2018-07-02T13:14:00.000Z,,CLOSED,CLOSED,18-00335902,STANDARD,546 SHEPHERD STREET NW,398208.01,141307.21,38.93965233,-77.0206699,WASHINGTON,DC,20011,247693,4
-76.993687642503119,38.958156077172561,238,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-06-25T11:22:40.000Z,2018-07-02T13:07:47.000Z,2018-07-16T11:22:00.000Z,2018-06-25T11:22:40.000Z,Y,2018-07-02T13:07:00.000Z,,CLOSED,CLOSED,18-00331944,STANDARD,832 OGLETHORPE STREET NE,400547.31,143360.28,38.95814861,-76.99368536,WASHINGTON,DC,20011,81145,4
-77.030241431974702,38.89755340523368,239,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-02T19:16:33.000Z,2018-07-13T14:45:29.000Z,2018-07-23T17:00:00.000Z,2018-07-02T19:16:33.000Z,Y,2018-07-13T14:45:00.000Z,,CLOSED,CLOSED,18-00349377,STANDARD,1311 F STREET NW,397376.85,136633.28,38.89754595,-77.03023914,WASHINGTON,DC,20004,297579,2
-76.991558418357144,38.94709819939149,240,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2018-07-10T11:44:02.000Z,2018-07-17T12:35:28.000Z,2018-07-30T11:44:00.000Z,2018-07-10T11:44:02.000Z,Y,2018-07-17T12:35:00.000Z,,CLOSED,CLOSED,18-00365122,STANDARD,1031 CRITTENDEN STREET NE,400731.97,142132.77,38.94709074,-76.99155613,WASHINGTON,DC,20017,75173,5
